Orthomosaic,Train/Test,Mapper,Source,Platform / Provider,Event,Date (mm/dd/yyy),Pre/Post Event,GSD (m/px),Gigapixels Counted,Area (mi^2),BDA: No Damage,BDA: Minor Damage,BDA: Major Damage,BDA: Destroyed,BDA: Un-classified,Total Buildings,ADJ Count
10132018-MexicoBeach.geo.tif,Test,Pix4d React,sUAS,DJI Mavic Pro,Hurricane Michael,10/13/2018,POST,0.01964606,4.118756,0.615833,54,119,120,206,11,510,106
10142018-MexicoBeach.geo.tif,Test,Pix4d React,sUAS,DJI Mavic Pro,Hurricane Michael,10/14/2018,POST,0.01946466,5.331525,0.780707,107,249,186,83,10,635,204
2018-05-18-X4S-visible-CentralPark.geo.tif,Train,Pix4d React,sUAS,DJI Phantom 4,Kilauea Eruption,5/18/2018,POST,0.07829941,0.488317,1.161738,228,14,2,22,5,271,94
2018-05-18-X5-visible-Geothermal.geo.tif,Train,Pix4d React,sUAS,DJI M600,Kilauea Eruption,5/18/2018,POST,0.06672295,0.157314,0.271778,13,0,0,0,0,13,10
2018-05-18-X5-visible-Kahukai.geo.tif,Train,Pix4d React,sUAS,DJI M600,Kilauea Eruption,5/18/2018,POST,0.06532729,0.475389,0.78729,58,11,2,28,2,101,46
20210703-Champlain-Towers -South.geo.tif,Train,Agisoft Metashape,sUAS,DJI Mavic 2,Champlain Towers Collapse,7/3/2021,POST,0.0177465,0.246085,0.016037,3,0,1,0,0,4,1
20210831-LA-DIV-01.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ida,8/31/2021,POST,0.02498188,4.218579,1.018774,148,212,155,21,9,545,221
20210901-Cocodrie-1.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ida,9/1/2021,POST,0.03067822,0.492588,0.179542,28,21,54,11,0,114,60
20210901-Cocodrie-2.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ida,9/1/2021,POST,0.03179036,0.124681,0.048798,4,0,14,0,1,19,17
20210901-Cocodrie-3.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ida,9/1/2021,POST,0.03208422,0.367806,0.146628,10,7,43,5,4,69,49
20210902-LA-DIV-01.geo.tif,Train,Pix4d React,sUAS,SenseFly eBee X,Hurricane Ida,9/2/2021,POST,0.03148086,1.540239,0.590704,58,100,116,69,5,348,89
20211213-Candle-Factory-AO.geo.tif,Test,Pix4d React,sUAS,SenseFly eBee X,Mayfield Tornado,12/13/2021,POST,0.02927101,3.024511,1.002721,105,25,33,17,7,187,63
20211214-Mayfield.geo.tif,Test,Pix4d React,sUAS,SenseFly eBee X,Mayfield Tornado,12/14/2021,POST,0.03110499,5.344009,2.000502,697,520,285,131,39,1672,423
20211215-Russelville-Middle.geo.tif,Test,Pix4d React,sUAS,SenseFly eBee X,Mayfield Tornado,12/15/2021,POST,0.02197147,1.330187,0.248582,55,62,45,10,5,177,91
20230830-SteinhatcheeRiver.geo.tif,Test,Pix4d React,sUAS,Wingtra WingtraOne Gen II,Hurricane Idalia,8/30/2023,POST,0.127,0.166005,1.036814,519,38,24,1,41,623,201
20230831-Jena-SteinhatcheeRiverSouth.geo.tif,Test,Pix4d React,sUAS,Wingtra WingtraOne Gen II,Hurricane Idalia,8/31/2023,POST,0.127,0.185547,1.158868,128,11,3,1,16,159,61
